TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GO:0000228	nuclear chromosome	0.000258595104378524	-8.26024702305659	330	11	0.0705128205128205	156	16836	97908,69386,319160,319157,319158,97114,319155,100041230,319159,17258,319149	Hist1h3g,Hist1h4h,Hist1h4k,Hist1h4f,Hist1h4i,Hist2h3c2,Hist1h4c,Hist1h4m,Hist1h4j,Mef2a,Hist1h3d
GO:0043231	intracellular membrane-bounded organelle	0.00039746077531574	-7.8304143071899	8172	97	0.621794871794872	156	16836	15413,15476,11689,13666,319157,13865,68024,100121,246293,319179,12751,54673,319155,16009,67117,13829,17314,100737,97114,69601,11655,14419,54720,100041230,52323,20196,18762,319183,12064,50493,15414,270084,53945,170719,17702,29819,15586,319187,29871,319158,319186,67880,232984,15402,269589,22092,11981,333182,78070,98267,11747,13047,330260,83395,228875,11803,233280,70750,11668,20344,319182,12443,15399,68666,229644,69386,319160,16543,64933,26943,235674,20465,319159,17258,544817,18812,97908,215494,67830,109620,20454,72148,67963,20818,319149,382985,109857,319184,12293,15425,234593,20257,11671,12716,19645,15415,14400	Hoxb5,Hs3st1,Alox5,Eif2ak3,Hist1h4f,Nr2f1,Hist1h2bc,Tdrd7,Klhl8,Hist1h2be,Tpp1,Sh3glb1,Hist1h4c,Igfbp3,Dynlt3,Dmtn,Mgmt,Dcun1d4,Hist2h3c2,Dab2ip,Alas1,Gal,Rcan1,Hist1h4m,Klhl7,S100a13,Prkcz,Hist1h2bj,Bdnf,Txnrd1,Hoxb6,Lpcat2,Slc40a1,Oxr1,Msx2,Stau2,Hyal1,Hist1h2bn,Scmh1,Hist1h4i,Hist1h2bm,Dcxr,B3gnt8,Hoxa5,Sytl1,Rsph1,Atp9a,Cox6b2,Cpt1c,Stk17b,Anxa5,Cux1,Pon2,Sp6,Slc35c2,Aplp1,Nipa1,Kdsr,Aldh1a1,Selp,Hist1h2bh,Ccnd1,Hoxa2,Svop,Trim45,Hist1h4h,Hist1h4k,Mdfic,Ap3m2,Serinc3,Acaa1b,Sim2,Hist1h4j,Mef2a,Arhgap27,Prl2c3,Hist1h3g,Pomgnt2,Rer1,Dsp,St3gal5,Tdrp,Npc2,Srprb,Hist1h3d,Rrm2b,Cbr3,Hist1h2bk,Cacna2d1,Hoxc6,Ndrg4,Stmn2,Aldh3a2,Ckmt1,Rb1,Hoxb7,Gabrb1
GO:0043227	membrane-bounded organelle	0.000577252155050337	-7.45723137643159	9244	106	0.67948717948718	156	16836	15413,15476,11689,13666,319157,13865,68024,100121,246293,319179,12751,54673,319155,16009,67117,13829,17314,100737,97114,69601,11655,14419,54720,100041230,52323,20196,18762,319183,12064,50493,15414,270084,53945,170719,17702,29819,15586,319187,29871,81799,319158,20618,319186,67880,232984,15402,269589,22092,11981,333182,78070,98267,11747,13047,27419,330260,83395,228875,11803,233280,70750,11668,20344,319182,12443,15399,68666,229644,69386,319160,56434,16543,52906,64933,26943,235674,20465,319159,17258,544817,18812,16456,97908,18645,215494,67830,109620,20454,72148,67963,20818,319149,382985,12508,109857,319184,12293,15425,234593,11671,20257,12716,19645,16008,15415,14400	Hoxb5,Hs3st1,Alox5,Eif2ak3,Hist1h4f,Nr2f1,Hist1h2bc,Tdrd7,Klhl8,Hist1h2be,Tpp1,Sh3glb1,Hist1h4c,Igfbp3,Dynlt3,Dmtn,Mgmt,Dcun1d4,Hist2h3c2,Dab2ip,Alas1,Gal,Rcan1,Hist1h4m,Klhl7,S100a13,Prkcz,Hist1h2bj,Bdnf,Txnrd1,Hoxb6,Lpcat2,Slc40a1,Oxr1,Msx2,Stau2,Hyal1,Hist1h2bn,Scmh1,C1qtnf3,Hist1h4i,Sncg,Hist1h2bm,Dcxr,B3gnt8,Hoxa5,Sytl1,Rsph1,Atp9a,Cox6b2,Cpt1c,Stk17b,Anxa5,Cux1,Naglu,Pon2,Sp6,Slc35c2,Aplp1,Nipa1,Kdsr,Aldh1a1,Selp,Hist1h2bh,Ccnd1,Hoxa2,Svop,Trim45,Hist1h4h,Hist1h4k,Tspan3,Mdfic,Ahi1,Ap3m2,Serinc3,Acaa1b,Sim2,Hist1h4j,Mef2a,Arhgap27,Prl2c3,F11r,Hist1h3g,Pfn2,Pomgnt2,Rer1,Dsp,St3gal5,Tdrp,Npc2,Srprb,Hist1h3d,Rrm2b,Cd53,Cbr3,Hist1h2bk,Cacna2d1,Hoxc6,Ndrg4,Aldh3a2,Stmn2,Ckmt1,Rb1,Igfbp2,Hoxb7,Gabrb1
GO:0043229	intracellular organelle	0.000744492633713347	-7.2028076001627	9068	104	0.666666666666667	156	16836	15413,15476,11689,13666,319157,13865,68024,100121,246293,319179,12751,54673,319155,16009,67117,13829,17314,100737,97114,69601,11655,14419,54720,100041230,52323,20196,18762,16520,319183,56226,12064,50493,15414,270084,53945,170719,17702,29819,15586,319187,29871,319158,20618,319186,67880,232984,15402,269589,22092,11981,333182,78070,98267,11747,13047,330260,83395,228875,11803,233280,70750,11668,20344,319182,12443,15399,68666,229644,69386,319160,16543,52906,64933,26943,235674,20465,319159,17258,544817,18812,16456,97908,18645,215494,67830,109620,20454,72148,67963,20818,319149,382985,109857,319184,12293,15425,234593,11671,20257,12716,19645,16008,15415,14400	Hoxb5,Hs3st1,Alox5,Eif2ak3,Hist1h4f,Nr2f1,Hist1h2bc,Tdrd7,Klhl8,Hist1h2be,Tpp1,Sh3glb1,Hist1h4c,Igfbp3,Dynlt3,Dmtn,Mgmt,Dcun1d4,Hist2h3c2,Dab2ip,Alas1,Gal,Rcan1,Hist1h4m,Klhl7,S100a13,Prkcz,Kcnj4,Hist1h2bj,Espn,Bdnf,Txnrd1,Hoxb6,Lpcat2,Slc40a1,Oxr1,Msx2,Stau2,Hyal1,Hist1h2bn,Scmh1,Hist1h4i,Sncg,Hist1h2bm,Dcxr,B3gnt8,Hoxa5,Sytl1,Rsph1,Atp9a,Cox6b2,Cpt1c,Stk17b,Anxa5,Cux1,Pon2,Sp6,Slc35c2,Aplp1,Nipa1,Kdsr,Aldh1a1,Selp,Hist1h2bh,Ccnd1,Hoxa2,Svop,Trim45,Hist1h4h,Hist1h4k,Mdfic,Ahi1,Ap3m2,Serinc3,Acaa1b,Sim2,Hist1h4j,Mef2a,Arhgap27,Prl2c3,F11r,Hist1h3g,Pfn2,Pomgnt2,Rer1,Dsp,St3gal5,Tdrp,Npc2,Srprb,Hist1h3d,Rrm2b,Cbr3,Hist1h2bk,Cacna2d1,Hoxc6,Ndrg4,Aldh3a2,Stmn2,Ckmt1,Rb1,Igfbp2,Hoxb7,Gabrb1
GO:0070160	occluding junction	0.00135217558758716	-6.60604043731835	88	5	0.032051282051282	156	16836	16456,18762,67374,12443,83964	F11r,Prkcz,Jam2,Ccnd1,Jam3
GO:0005923	tight junction	0.00135217558758716	-6.60604043731835	88	5	0.032051282051282	156	16836	16456,18762,67374,12443,83964	F11r,Prkcz,Jam2,Ccnd1,Jam3
GO:0005911	cell-cell junction	0.00238314470434275	-6.03933435910748	309	9	0.0576923076923077	156	16836	16456,109620,18762,11747,67374,12443,12508,52906,83964	F11r,Dsp,Prkcz,Anxa5,Jam2,Ccnd1,Cd53,Ahi1,Jam3
GO:0043296	apical junction complex	0.00248375122907332	-5.99798526925255	101	5	0.032051282051282	156	16836	16456,18762,67374,12443,83964	F11r,Prkcz,Jam2,Ccnd1,Jam3
GO:0030061	mitochondrial crista	0.00294272651041701	-5.82841874289129	9	2	0.0128205128205128	156	16836	333182,12064	Cox6b2,Bdnf
GO:0005615	extracellular space	0.00297846493009836	-5.81634723531491	1024	19	0.121794871794872	156	16836	20196,11689,11747,68024,12064,319179,20344,16009,83964,109857,319184,15586,235379,81799,18788,14419,16008,50781,18812	S100a13,Alox5,Anxa5,Hist1h2bc,Bdnf,Hist1h2be,Selp,Igfbp3,Jam3,Cbr3,Hist1h2bk,Hyal1,Gldn,C1qtnf3,Serpinb2,Gal,Igfbp2,Dkk3,Prl2c3
GO:0030173	integral component of Golgi membrane	0.0034724205536774	-5.66290336230811	33	3	0.0192307692307692	156	16836	67830,20454,13047	Rer1,St3gal5,Cux1
GO:0031228	intrinsic component of Golgi membrane	0.00410963189656356	-5.4944218173649	35	3	0.0192307692307692	156	16836	67830,20454,13047	Rer1,St3gal5,Cux1
GO:0043226	organelle	0.00466938441998678	-5.36672803183846	9909	108	0.692307692307692	156	16836	15413,15476,11689,13666,319157,13865,68024,100121,246293,319179,12751,54673,319155,16009,67117,13829,17314,100737,97114,69601,11655,14419,54720,100041230,52323,20196,18762,16520,319183,56226,12064,50493,15414,270084,53945,170719,17702,29819,15586,319187,29871,81799,319158,20618,319186,67880,15402,232984,269589,22092,11981,333182,78070,98267,11747,13047,27419,330260,83395,228875,11803,233280,70750,11668,20344,319182,12443,15399,68666,229644,69386,319160,56434,16543,52906,64933,26943,235674,20465,319159,17258,544817,18812,16456,97908,18645,215494,67830,109620,20454,72148,67963,20818,319149,382985,12508,109857,319184,12293,15425,234593,20257,11671,12716,19645,16008,15415,14400	Hoxb5,Hs3st1,Alox5,Eif2ak3,Hist1h4f,Nr2f1,Hist1h2bc,Tdrd7,Klhl8,Hist1h2be,Tpp1,Sh3glb1,Hist1h4c,Igfbp3,Dynlt3,Dmtn,Mgmt,Dcun1d4,Hist2h3c2,Dab2ip,Alas1,Gal,Rcan1,Hist1h4m,Klhl7,S100a13,Prkcz,Kcnj4,Hist1h2bj,Espn,Bdnf,Txnrd1,Hoxb6,Lpcat2,Slc40a1,Oxr1,Msx2,Stau2,Hyal1,Hist1h2bn,Scmh1,C1qtnf3,Hist1h4i,Sncg,Hist1h2bm,Dcxr,Hoxa5,B3gnt8,Sytl1,Rsph1,Atp9a,Cox6b2,Cpt1c,Stk17b,Anxa5,Cux1,Naglu,Pon2,Sp6,Slc35c2,Aplp1,Nipa1,Kdsr,Aldh1a1,Selp,Hist1h2bh,Ccnd1,Hoxa2,Svop,Trim45,Hist1h4h,Hist1h4k,Tspan3,Mdfic,Ahi1,Ap3m2,Serinc3,Acaa1b,Sim2,Hist1h4j,Mef2a,Arhgap27,Prl2c3,F11r,Hist1h3g,Pfn2,Pomgnt2,Rer1,Dsp,St3gal5,Tdrp,Npc2,Srprb,Hist1h3d,Rrm2b,Cd53,Cbr3,Hist1h2bk,Cacna2d1,Hoxc6,Ndrg4,Stmn2,Aldh3a2,Ckmt1,Rb1,Igfbp2,Hoxb7,Gabrb1
GO:0000786	nucleosome	0.00687621970636382	-4.97968623933038	42	3	0.0192307692307692	156	16836	319184,319182,319186	Hist1h2bk,Hist1h2bh,Hist1h2bm
GO:1990104	DNA bending complex	0.00687621970636382	-4.97968623933038	42	3	0.0192307692307692	156	16836	319184,319182,319186	Hist1h2bk,Hist1h2bh,Hist1h2bm
GO:0044815	DNA packaging complex	0.00885120756384191	-4.72720138137873	46	3	0.0192307692307692	156	16836	319184,319182,319186	Hist1h2bk,Hist1h2bh,Hist1h2bm
GO:0005623	cell	0.00922897358744419	-4.68540744061154	13026	133	0.852564102564103	156	16836	13666,13638,13865,68024,80880,100121,246293,319179,319155,16009,67117,104601,17314,22156,100737,69601,52323,20196,63993,16520,319183,56226,12064,26358,15414,270084,53945,83964,19116,17702,29819,319187,29871,93874,67374,319158,20618,15402,22092,219228,78070,98267,93806,13047,83395,108116,11803,70750,20344,319182,12443,15399,26943,20465,74013,17258,544817,18812,20708,18645,109620,73284,20454,72148,20818,382985,319149,12508,319184,19737,234593,18788,66273,19645,16008,15415,14400,67874,15413,11689,15476,319157,76820,170757,54673,12751,13829,235379,97114,14419,11655,54720,100041230,29859,18762,233571,50493,170719,15586,81799,319186,67880,232984,269589,11981,26757,76615,333182,330260,11747,228875,11668,233280,68666,229644,319160,69386,16543,64933,52906,235674,319159,16456,97908,215494,67830,67963,12293,109857,15425,11671,20257,12716	Eif2ak3,Efna3,Nr2f1,Hist1h2bc,Kank3,Tdrd7,Klhl8,Hist1h2be,Hist1h4c,Igfbp3,Dynlt3,Mycbpap,Mgmt,Tuft1,Dcun1d4,Dab2ip,Klhl7,S100a13,Slc5a7,Kcnj4,Hist1h2bj,Espn,Bdnf,Aldh1a7,Hoxb6,Lpcat2,Slc40a1,Jam3,Prlr,Msx2,Stau2,Hist1h2bn,Scmh1,Pcdhb3,Jam2,Hist1h4i,Sncg,Hoxa5,Rsph1,Pcdh17,Cpt1c,Stk17b,Serpinb9g,Cux1,Sp6,Slco3a1,Aplp1,Kdsr,Selp,Hist1h2bh,Ccnd1,Hoxa2,Serinc3,Sim2,Rftn2,Mef2a,Arhgap27,Prl2c3,Serpinb6b,Pfn2,Dsp,Ddit4l,St3gal5,Tdrp,Srprb,Rrm2b,Hist1h3d,Cd53,Hist1h2bk,Rgs5,Ndrg4,Serpinb2,Aamdc,Rb1,Igfbp2,Hoxb7,Gabrb1,Rprm,Hoxb5,Alox5,Hs3st1,Hist1h4f,Fam49a,Eltd1,Sh3glb1,Tpp1,Dmtn,Gldn,Hist2h3c2,Gal,Alas1,Rcan1,Hist1h4m,Sult4a1,Prkcz,P2ry6,Txnrd1,Oxr1,Hyal1,C1qtnf3,Hist1h2bm,Dcxr,B3gnt8,Sytl1,Atp9a,Dpysl4,Got1l1,Cox6b2,Pon2,Anxa5,Slc35c2,Aldh1a1,Nipa1,Svop,Trim45,Hist1h4k,Hist1h4h,Mdfic,Ap3m2,Ahi1,Acaa1b,Hist1h4j,F11r,Hist1h3g,Pomgnt2,Rer1,Npc2,Cacna2d1,Cbr3,Hoxc6,Aldh3a2,Stmn2,Ckmt1
GO:0044301	climbing fiber	0.00926585887361921	-4.68141872266494	1	1	0.00641025641025641	156	16836	69601	Dab2ip
GO:0042568	insulin-like growth factor binary complex	0.00926585887361921	-4.68141872266494	1	1	0.00641025641025641	156	16836	16009	Igfbp3
GO:1990032	parallel fiber	0.00926585887361921	-4.68141872266494	1	1	0.00641025641025641	156	16836	69601	Dab2ip
GO:0044291	cell-cell contact zone	0.00995052074254859	-4.61013039324658	48	3	0.0192307692307692	156	16836	109620,11747,83964	Dsp,Anxa5,Jam3
GO:0005634	nucleus	0.0102102240558959	-4.58436570229651	5075	61	0.391025641025641	156	16836	15413,11689,330260,13047,11747,319157,13865,68024,246293,83395,319179,319155,20344,11668,16009,67117,319182,12443,15399,229644,69386,319160,16543,17314,100737,97114,11655,20465,54720,100041230,17258,319159,52323,20196,97908,18762,319183,109620,72148,50493,15414,382985,319149,170719,17702,29819,109857,319184,319187,15425,29871,319158,11671,319186,67880,15402,19645,22092,98267,15415,14400	Hoxb5,Alox5,Pon2,Cux1,Anxa5,Hist1h4f,Nr2f1,Hist1h2bc,Klhl8,Sp6,Hist1h2be,Hist1h4c,Selp,Aldh1a1,Igfbp3,Dynlt3,Hist1h2bh,Ccnd1,Hoxa2,Trim45,Hist1h4h,Hist1h4k,Mdfic,Mgmt,Dcun1d4,Hist2h3c2,Alas1,Sim2,Rcan1,Hist1h4m,Mef2a,Hist1h4j,Klhl7,S100a13,Hist1h3g,Prkcz,Hist1h2bj,Dsp,Tdrp,Txnrd1,Hoxb6,Rrm2b,Hist1h3d,Oxr1,Msx2,Stau2,Cbr3,Hist1h2bk,Hist1h2bn,Hoxc6,Scmh1,Hist1h4i,Aldh3a2,Hist1h2bm,Dcxr,Hoxa5,Rb1,Rsph1,Stk17b,Hoxb7,Gabrb1
